MMSI,Name,Ship type,Flag,Destination,# Timestamp,Latitude,Longitude,SOG,COG
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,23/08/2026 09:22:34,7.672671,78.193039,11.7,294.7
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,23/08/2026 09:42:34,7.698444,78.134097,11.0,294.3
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,23/08/2026 10:02:34,7.724218,78.075151,11.4,295.0
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,23/08/2026 10:22:34,7.749992,78.016203,11.4,293.8
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,23/08/2026 10:42:34,7.775765,77.95725,11.6,292.5
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,23/08/2026 11:02:34,7.801539,77.898294,11.7,293.7
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,23/08/2026 11:22:34,7.827313,77.839334,11.6,293.0
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,23/08/2026 11:42:34,7.853086,77.78037,11.8,294.7
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,23/08/2026 12:02:34,7.87886,77.721403,11.4,294.8
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,23/08/2026 12:22:34,7.904634,77.662432,11.9,296.5
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,23/08/2026 12:42:34,7.930407,77.603458,11.0,295.1
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,23/08/2026 13:02:34,7.956181,77.54448,11.6,293.7
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,23/08/2026 13:22:34,7.981955,77.485498,11.2,295.7
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,23/08/2026 13:42:34,8.007728,77.426512,11.1,294.7
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,23/08/2026 14:02:34,8.033502,77.367523,11.9,291.4
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,23/08/2026 14:22:34,8.059275,77.30853,11.4,291.8
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,23/08/2026 14:42:34,8.085049,77.249533,11.6,296.1
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,23/08/2026 15:02:34,8.110822,77.190532,12.1,291.1
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,23/08/2026 15:22:34,8.136596,77.131528,11.3,294.9
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,23/08/2026 15:42:34,8.162369,77.072519,12.0,294.4
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,23/08/2026 16:02:34,8.188143,77.013507,11.3,294.3
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,23/08/2026 16:22:34,8.213916,76.954491,11.5,293.5
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,23/08/2026 16:42:34,8.23969,76.895472,11.3,294.4
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,23/08/2026 17:02:34,8.265463,76.836448,11.6,293.7
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,23/08/2026 17:22:34,8.291237,76.777421,11.4,291.9
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,23/08/2026 17:42:34,8.31701,76.718389,11.4,295.6
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,23/08/2026 18:02:34,8.342784,76.659354,11.4,291.7
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,23/08/2026 18:22:34,8.368557,76.600315,11.9,294.6
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,23/08/2026 18:42:34,8.39433,76.541272,12.1,293.9
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,23/08/2026 19:02:34,8.420104,76.482225,11.4,291.6
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,23/08/2026 19:22:34,8.445877,76.423174,11.9,297.7
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,23/08/2026 19:42:34,8.47165,76.364119,11.3,292.8
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,23/08/2026 20:02:34,8.497424,76.30506,11.7,292.6
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,23/08/2026 20:22:34,8.523197,76.245997,11.4,293.3
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,23/08/2026 20:42:34,8.54897,76.186931,11.6,295.5
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,23/08/2026 21:02:34,8.574744,76.12786,11.5,295.2
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,23/08/2026 21:22:34,8.600517,76.068785,11.4,294.3
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,23/08/2026 21:42:34,8.62629,76.009706,10.9,291.6
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,23/08/2026 22:02:34,8.652063,75.950623,11.7,292.9
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,23/08/2026 22:22:34,8.677837,75.891537,11.7,294.6
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,23/08/2026 22:42:34,8.70361,75.832446,11.9,295.0
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,23/08/2026 23:02:34,8.729383,75.773351,11.8,293.6
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,23/08/2026 23:22:34,8.755156,75.714251,11.3,292.7
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,23/08/2026 23:42:34,8.780929,75.655148,11.4,292.1
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,24/08/2026 00:02:34,8.806703,75.596041,11.3,293.7
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,24/08/2026 00:22:34,8.832476,75.536929,11.6,293.3
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,24/08/2026 00:42:34,8.858249,75.477814,10.9,293.7
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,24/08/2026 01:02:34,8.884022,75.418694,11.6,295.4
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,24/08/2026 01:22:34,8.909795,75.35957,11.7,292.8
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,24/08/2026 01:42:34,8.935568,75.300442,11.3,296.8
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,24/08/2026 02:02:34,8.961341,75.24131,11.7,296.6
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,24/08/2026 02:22:34,8.987114,75.182173,12.1,292.6
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,24/08/2026 02:42:34,9.012887,75.123032,11.6,294.5
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,24/08/2026 03:02:34,9.03866,75.063888,11.7,294.6
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,24/08/2026 03:22:34,9.064433,75.004738,11.6,294.1
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,24/08/2026 03:42:34,9.090206,74.945585,11.0,293.6
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,24/08/2026 04:02:34,9.115979,74.886427,11.3,294.0
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,24/08/2026 04:22:34,9.141752,74.827265,11.4,294.7
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,24/08/2026 04:42:34,9.167525,74.768099,11.7,294.3
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,24/08/2026 05:02:34,9.193298,74.708929,11.6,294.0
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,24/08/2026 05:22:34,9.219071,74.649754,11.4,293.6
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,24/08/2026 05:42:34,9.244844,74.590574,11.4,294.4
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,24/08/2026 09:02:34,9.281429,74.414286,11.5,352.1
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,24/08/2026 09:22:34,9.344525,74.404402,11.1,352.5
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,24/08/2026 09:42:34,9.407621,74.394517,11.3,350.1
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,24/08/2026 10:02:34,9.470718,74.384629,11.4,350.4
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,24/08/2026 10:22:34,9.533814,74.37474,11.6,350.4
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,24/08/2026 10:42:34,9.59691,74.364849,11.2,349.9
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,24/08/2026 11:02:34,9.660007,74.354956,11.9,351.3
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,24/08/2026 11:22:34,9.723103,74.345062,11.1,351.2
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,24/08/2026 11:42:34,9.786199,74.335165,11.0,353.9
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,24/08/2026 12:02:34,9.849296,74.325267,11.0,351.9
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,24/08/2026 12:22:34,9.912392,74.315366,11.7,349.0
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,24/08/2026 12:42:34,9.975488,74.305464,11.6,352.7
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,24/08/2026 13:02:34,10.038585,74.29556,11.6,351.6
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,24/08/2026 13:22:34,10.101681,74.285654,11.8,351.5
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,24/08/2026 13:42:34,10.164778,74.275746,11.6,351.0
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,24/08/2026 14:02:34,10.227874,74.265836,11.7,349.8
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,24/08/2026 14:22:34,10.29097,74.255924,11.7,350.5
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,24/08/2026 14:42:34,10.354067,74.24601,11.2,351.8
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,24/08/2026 15:02:34,10.417163,74.236094,12.0,352.7
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,24/08/2026 15:22:34,10.480259,74.226176,11.3,352.3
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,24/08/2026 15:42:34,10.543356,74.216256,11.4,351.0
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,24/08/2026 16:02:34,10.606452,74.206334,11.5,347.7
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,24/08/2026 16:22:34,10.669548,74.19641,11.6,349.7
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,24/08/2026 16:42:34,10.732645,74.186484,11.3,349.0
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,24/08/2026 17:02:34,10.795741,74.176555,11.0,349.8
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,24/08/2026 17:22:34,10.858837,74.166625,11.7,353.7
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,24/08/2026 17:42:34,10.921934,74.156693,11.5,352.9
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,24/08/2026 18:02:34,10.98503,74.146758,11.4,348.3
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,24/08/2026 18:22:34,11.048126,74.136821,11.5,351.9
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,24/08/2026 18:42:34,11.111223,74.126882,11.4,351.7
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,24/08/2026 19:02:34,11.174319,74.116941,11.7,349.9
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,24/08/2026 19:22:34,11.237415,74.106998,11.1,350.9
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,24/08/2026 19:42:34,11.300512,74.097053,11.4,350.7
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,24/08/2026 20:02:34,11.363608,74.087105,11.8,353.8
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,24/08/2026 20:22:34,11.426704,74.077156,11.4,352.3
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,24/08/2026 20:42:34,11.489801,74.067204,11.8,352.3
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,24/08/2026 21:02:34,11.552897,74.05725,11.8,350.6
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,24/08/2026 21:22:34,11.615993,74.047293,11.7,354.3
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,24/08/2026 21:42:34,11.67909,74.037334,11.7,350.3
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,24/08/2026 22:02:34,11.742186,74.027373,11.7,353.1
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,24/08/2026 22:22:34,11.805282,74.01741,11.6,350.4
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,24/08/2026 22:42:34,11.868379,74.007445,12.0,349.3
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,24/08/2026 23:02:34,11.931475,73.997477,11.7,351.2
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,24/08/2026 23:22:34,11.994571,73.987506,11.1,353.0
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,24/08/2026 23:42:34,12.057668,73.977534,11.6,349.5
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,25/08/2026 00:02:34,12.120764,73.967559,11.7,350.6
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,25/08/2026 00:22:34,12.18386,73.957582,10.9,350.2
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,25/08/2026 00:42:34,12.246957,73.947602,11.6,352.2
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,25/08/2026 01:02:34,12.310053,73.93762,11.5,351.3
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,25/08/2026 01:22:34,12.373149,73.927636,11.6,350.9
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,25/08/2026 01:42:34,12.436245,73.917649,11.9,351.4
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,25/08/2026 02:02:34,12.499342,73.907659,11.6,352.0
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,25/08/2026 02:22:34,12.562438,73.897668,11.2,350.1
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,25/08/2026 02:42:34,12.625534,73.887674,12.0,351.7
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,25/08/2026 03:02:34,12.688631,73.877677,11.4,351.7
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,25/08/2026 03:22:34,12.751727,73.867678,11.4,351.6
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,25/08/2026 03:42:34,12.814823,73.857676,11.3,351.6
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,25/08/2026 04:02:34,12.87792,73.847672,11.0,353.2
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,25/08/2026 04:22:34,12.941016,73.837665,11.3,348.8
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,25/08/2026 04:42:34,13.004112,73.827656,11.4,350.7
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,25/08/2026 05:02:34,13.067209,73.817644,11.5,349.5
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,25/08/2026 05:22:34,13.130305,73.80763,11.6,356.6
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,25/08/2026 05:42:34,13.193401,73.797613,11.1,351.7
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,25/08/2026 06:02:34,13.256497,73.787593,11.4,351.5
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,25/08/2026 06:22:34,13.319594,73.777571,11.0,349.5
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,25/08/2026 06:42:34,13.38269,73.767547,11.6,351.2
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,25/08/2026 07:02:34,13.445786,73.757519,12.0,350.2
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,25/08/2026 07:22:34,13.508883,73.747489,11.6,355.6
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,25/08/2026 07:42:34,13.571979,73.737456,11.3,349.9
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,25/08/2026 08:02:34,13.635075,73.727421,11.5,351.1
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,25/08/2026 08:22:34,13.698172,73.717383,11.8,351.4
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,25/08/2026 08:42:34,13.761268,73.707342,11.3,351.5
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,25/08/2026 09:02:34,13.824364,73.697299,12.3,353.1
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,25/08/2026 09:22:34,13.88746,73.687253,10.7,351.0
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,25/08/2026 09:42:34,13.950557,73.677204,11.2,352.1
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,25/08/2026 10:02:34,14.013653,73.667152,11.4,354.1
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,25/08/2026 10:22:34,14.076749,73.657098,11.8,352.5
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,25/08/2026 10:42:34,14.139846,73.64704,11.6,351.2
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,25/08/2026 11:02:34,14.202942,73.63698,11.6,353.2
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,25/08/2026 11:22:34,14.266038,73.626917,11.7,350.7
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,25/08/2026 11:42:34,14.329134,73.616852,11.9,351.5
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,25/08/2026 12:02:34,14.392231,73.606783,11.5,350.0
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,25/08/2026 12:22:34,14.455327,73.596712,11.3,350.3
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,25/08/2026 12:42:34,14.518423,73.586638,10.7,352.7
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,25/08/2026 13:02:34,14.58152,73.576561,11.7,350.9
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,25/08/2026 13:22:34,14.644616,73.566481,11.8,351.9
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,25/08/2026 13:42:34,14.707712,73.556398,11.6,347.5
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,25/08/2026 14:02:34,14.770808,73.546312,11.4,352.0
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,25/08/2026 14:22:34,14.833905,73.536223,12.0,354.0
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,25/08/2026 14:42:34,14.897001,73.526131,11.9,349.5
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,25/08/2026 15:02:34,14.960097,73.516037,10.8,352.1
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,25/08/2026 15:22:34,15.023194,73.505939,11.5,352.7
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,25/08/2026 15:42:34,15.08629,73.495838,11.5,351.5
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,25/08/2026 16:02:34,15.149386,73.485735,11.1,351.9
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,25/08/2026 16:22:34,15.212482,73.475628,11.4,351.7
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,25/08/2026 16:42:34,15.275579,73.465518,11.6,351.0
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,25/08/2026 17:02:34,15.338675,73.455405,11.6,351.2
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,25/08/2026 17:22:34,15.401771,73.44529,11.7,352.0
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,25/08/2026 17:42:34,15.464867,73.435171,11.3,350.3
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,25/08/2026 18:02:34,15.527964,73.425049,12.0,351.1
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,25/08/2026 18:22:34,15.59106,73.414924,11.8,351.8
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,25/08/2026 18:42:34,15.654156,73.404795,11.3,350.1
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,25/08/2026 19:02:34,15.717252,73.394664,11.5,351.6
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,25/08/2026 19:22:34,15.780349,73.38453,11.7,349.3
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,25/08/2026 19:42:34,15.843445,73.374392,11.3,351.1
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,25/08/2026 20:02:34,15.906541,73.364251,12.0,347.7
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,25/08/2026 20:22:34,15.969638,73.354107,11.6,350.4
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,25/08/2026 20:42:34,16.032734,73.34396,11.6,350.5
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,25/08/2026 21:02:34,16.09583,73.33381,11.6,353.6
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,25/08/2026 21:22:34,16.158926,73.323656,11.6,351.9
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,25/08/2026 21:42:34,16.222023,73.313499,11.6,350.1
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,25/08/2026 22:02:34,16.285119,73.303339,11.7,350.9
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,25/08/2026 22:22:34,16.348215,73.293175,11.3,351.2
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,25/08/2026 22:42:34,16.411311,73.283009,11.4,352.3
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,25/08/2026 23:02:34,16.474408,73.272839,11.5,350.4
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,25/08/2026 23:22:34,16.537504,73.262665,11.9,352.7
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,25/08/2026 23:42:34,16.6006,73.252488,11.9,352.1
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,26/08/2026 00:02:34,16.663696,73.242308,11.5,350.6
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,26/08/2026 00:22:34,16.726793,73.232125,11.4,352.6
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,26/08/2026 00:42:34,16.789889,73.221938,11.5,349.0
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,26/08/2026 01:02:34,16.852985,73.211748,11.5,349.1
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,26/08/2026 01:22:34,16.916081,73.201554,11.5,349.4
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,26/08/2026 01:42:34,16.979178,73.191357,11.1,351.4
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,26/08/2026 02:02:34,17.042274,73.181157,11.5,348.7
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,26/08/2026 02:22:34,17.10537,73.170953,11.7,354.5
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,26/08/2026 02:42:34,17.168466,73.160746,11.1,353.9
419005678,MV NIGHT PASSAGE,Tanker,PA,MUMBAI,26/08/2026 03:02:34,17.231563,73.150535,11.3,350.5
